ledger_id,card_id,order_id,event_datetime,event_type,points_delta,ledger_source,customer_id,card_status,is_valid_card
L000309,C70009,500105.0,2026-01-23 02:00:00,earn,50.0,raw,10013.0,active,True
L000310,C70141,500789.0,2026-01-09 02:00:00,earn,120.0,raw,10210.0,active,True
L000311,C70029,500542.0,2026-01-26 02:00:00,earn,120.0,raw,10046.0,active,True
L000312,C70154,500560.0,2026-03-06 02:00:00,earn,120.0,raw,10231.0,active,True
L000313,C70142,501004.0,2026-01-18 02:00:00,earn,120.0,raw,10212.0,active,True
L000314,C70162,500211.0,2026-02-06 02:00:00,earn,120.0,raw,10243.0,active,True
L000315,C70139,500332.0,2026-03-05 02:00:00,earn,120.0,raw,10207.0,active,True
L000316,C70124,500574.0,2026-02-18 02:00:00,earn,50.0,raw,10188.0,active,True
L000317,C70014,501069.0,2026-04-22 02:00:00,earn,120.0,raw,10020.0,active,True
L000318,C70071,500250.0,2026-03-26 02:00:00,earn,8.0,raw,10114.0,active,True
L000319,C70084,500036.0,2026-02-16 02:00:00,earn,120.0,raw,10130.0,active,True
L000320,C70122,500614.0,2026-01-12 02:00:00,earn,120.0,raw,10185.0,active,True
L000321,C70025,501039.0,2026-02-25 02:00:00,earn,120.0,raw,10041.0,active,True
L000322,C70031,501104.0,2026-01-23 02:00:00,earn,120.0,raw,10051.0,active,True
L000323,C70009,500392.0,2026-01-30 02:00:00,earn,8.0,raw,10013.0,active,True
L000324,C70006,501085.0,2026-01-27 02:00:00,earn,120.0,raw,10008.0,active,True
L000325,C70103,500286.0,2026-04-28 02:00:00,earn,120.0,raw,10158.0,active,True
L000326,C70038,500078.0,2026-03-11 02:00:00,earn,120.0,raw,10062.0,active,True
L000327,C70103,500836.0,2026-04-15 02:00:00,earn,50.0,raw,10158.0,active,True
L000328,C70115,500994.0,2026-04-27 02:00:00,earn,3.0,raw,10176.0,active,True
L000329,C70006,500185.0,2026-03-10 02:00:00,earn,120.0,raw,10008.0,active,True
L000330,C70050,501037.0,2026-03-10 02:00:00,earn,120.0,raw,10078.0,active,True
L000331,C70099,500856.0,2026-03-02 02:00:00,earn,120.0,raw,10154.0,active,True
L000332,C70139,500962.0,2026-04-14 02:00:00,earn,120.0,raw,10207.0,active,True
L000333,C70102,500138.0,2026-04-28 02:00:00,earn,120.0,raw,10157.0,active,True
L000334,C70134,500187.0,2026-04-30 02:00:00,earn,120.0,raw,10200.0,active,True
L000335,C70039,500470.0,2026-03-28 02:00:00,earn,120.0,raw,10063.0,active,True
L000336,C70123,500215.0,2026-03-28 02:00:00,earn,50.0,raw,10186.0,active,True
L000337,C70110,500710.0,2026-02-12 02:00:00,earn,20.0,raw,10168.0,active,True
L000338,C70130,501040.0,2026-02-20 02:00:00,earn,120.0,raw,10196.0,active,True
L000339,C70054,500996.0,2026-02-04 02:00:00,earn,120.0,raw,10083.0,active,True
L000340,C70157,500397.0,2026-01-19 02:00:00,earn,120.0,raw,10234.0,active,True
L000341,C70067,500788.0,2026-04-14 02:00:00,earn,120.0,raw,10104.0,active,True
L000342,C70117,500333.0,2026-04-25 02:00:00,earn,120.0,raw,10180.0,active,True
L000343,C70016,500762.0,2026-03-16 02:00:00,earn,120.0,raw,10023.0,active,True
L000344,C70113,500177.0,2026-03-17 02:00:00,earn,120.0,raw,10173.0,active,True
L000345,C70093,500366.0,2026-01-13 02:00:00,earn,50.0,raw,10144.0,active,True
L000346,C70042,501041.0,2026-01-21 02:00:00,earn,50.0,raw,10068.0,active,True
L000347,C70168,500612.0,2026-03-24 02:00:00,earn,120.0,raw,10250.0,active,True
L000348,C70091,501031.0,2026-04-08 02:00:00,earn,50.0,raw,10142.0,active,True
L000349,C70151,500607.0,2026-01-25 02:00:00,earn,120.0,raw,10228.0,active,True
L000350,C70141,500963.0,2026-03-07 02:00:00,earn,120.0,raw,10210.0,active,True
L000351,C70072,500653.0,2026-02-14 02:00:00,earn,120.0,raw,10115.0,active,True
L000352,C70047,500903.0,2026-01-11 02:00:00,earn,120.0,raw,10075.0,active,True
L000353,C70050,500514.0,2026-01-24 02:00:00,earn,120.0,raw,10078.0,active,True
L000354,C70124,500441.0,2026-03-18 02:00:00,earn,120.0,raw,10188.0,active,True
L000355,C70046,500234.0,2026-04-15 02:00:00,earn,120.0,raw,10073.0,active,True
L000356,C70155,500133.0,2026-04-14 02:00:00,earn,120.0,raw,10232.0,active,True
L000357,C70060,500012.0,2026-03-13 01:00:00,redeem,-10.0,raw,10092.0,active,True
L000358,C70094,500017.0,2026-01-12 01:00:00,redeem,-10.0,raw,10146.0,active,True
L000359,C70139,500042.0,2026-04-04 01:00:00,redeem,-20.0,raw,10207.0,active,True
L000360,C70145,500092.0,2026-02-04 01:00:00,redeem,-50.0,raw,10219.0,active,True
L000361,C70161,500108.0,2026-01-28 01:00:00,redeem,-20.0,raw,10242.0,active,True
L000362,C70018,500127.0,2026-01-28 01:00:00,redeem,-20.0,raw,10026.0,inactive,True
L000363,C70155,500133.0,2026-04-14 01:00:00,redeem,-100.0,raw,10232.0,active,True
L000364,C70126,500146.0,2026-02-06 01:00:00,redeem,-20.0,raw,10192.0,active,True
L000365,C70087,500149.0,2026-02-06 01:00:00,redeem,-10.0,raw,10137.0,active,True
L000366,C70084,500152.0,2026-03-06 01:00:00,redeem,-10.0,raw,10130.0,active,True
L000367,C70161,500158.0,2026-03-01 01:00:00,redeem,-50.0,raw,10242.0,active,True
L000368,C70026,500190.0,2026-03-08 01:00:00,redeem,-5.0,raw,10043.0,active,True
L000369,C70097,500196.0,2026-02-15 01:00:00,redeem,-5.0,raw,10152.0,active,True
L000370,C70085,500210.0,2026-04-11 01:00:00,redeem,-10.0,raw,10135.0,blocked,True
L000371,C70123,500215.0,2026-03-28 01:00:00,redeem,-20.0,raw,10186.0,active,True
L000372,C70148,500230.0,2026-01-22 01:00:00,redeem,-20.0,raw,10223.0,active,True
L000373,C70129,500238.0,2026-04-19 01:00:00,redeem,-20.0,raw,10195.0,active,True
L000374,C70059,500255.0,2026-01-11 01:00:00,redeem,-10.0,raw,10091.0,active,True
L000375,C70075,500258.0,2026-04-25 01:00:00,redeem,-100.0,raw,10118.0,inactive,True
L000376,C70015,500284.0,2026-04-11 01:00:00,redeem,-10.0,raw,10022.0,active,True
L000377,C70160,500302.0,2026-04-02 01:00:00,redeem,-20.0,raw,10241.0,active,True
L000378,C70096,500316.0,2026-04-18 01:00:00,redeem,-10.0,raw,10151.0,active,True
L000379,C70117,500333.0,2026-04-25 01:00:00,redeem,-10.0,raw,10180.0,active,True
L000380,C70139,500337.0,2026-02-22 01:00:00,redeem,-10.0,raw,10207.0,active,True
L000381,C70093,500366.0,2026-01-13 01:00:00,redeem,-100.0,raw,10144.0,active,True
L000382,C70152,500453.0,2026-04-29 01:00:00,redeem,-20.0,raw,10229.0,active,True
L000383,C70039,500470.0,2026-03-28 01:00:00,redeem,-5.0,raw,10063.0,active,True
L000384,C70075,500501.0,2026-04-10 01:00:00,redeem,-20.0,raw,10118.0,inactive,True
L000385,C70093,500520.0,2026-03-18 01:00:00,redeem,-20.0,raw,10144.0,active,True
L000386,C70031,500537.0,2026-03-20 01:00:00,redeem,-100.0,raw,10051.0,active,True
L000387,C70029,500542.0,2026-01-26 01:00:00,redeem,-50.0,raw,10046.0,active,True
L000388,C70099,500543.0,2026-01-18 01:00:00,redeem,-10.0,raw,10154.0,active,True
L000389,C70108,500548.0,2026-03-28 01:00:00,redeem,-20.0,raw,10165.0,active,True
L000390,C70036,500575.0,2026-03-11 01:00:00,redeem,-20.0,raw,10057.0,inactive,True
L000391,C70103,500582.0,2026-02-27 01:00:00,redeem,-50.0,raw,10158.0,active,True
L000392,C70116,500662.0,2026-01-03 01:00:00,redeem,-5.0,raw,10178.0,active,True
L000393,C70157,500666.0,2026-02-13 01:00:00,redeem,-50.0,raw,10234.0,active,True
L000394,C70022,500671.0,2026-02-23 01:00:00,redeem,-10.0,raw,10033.0,active,True
L000395,C70110,500710.0,2026-02-12 01:00:00,redeem,-20.0,raw,10168.0,active,True
L000396,C70124,500712.0,2026-04-10 01:00:00,redeem,-50.0,raw,10188.0,active,True
L000397,C70008,500772.0,2026-01-04 01:00:00,redeem,-50.0,raw,10012.0,active,True
L000398,C70034,500782.0,2026-03-20 01:00:00,redeem,-10.0,raw,10055.0,active,True
L000399,C70165,500809.0,2026-01-26 01:00:00,redeem,-100.0,raw,10247.0,active,True
L000400,C70006,500810.0,2026-01-25 01:00:00,redeem,-5.0,raw,10008.0,active,True
L000401,C70115,500814.0,2026-01-11 01:00:00,redeem,-10.0,raw,10176.0,active,True
L000402,C70132,500819.0,2026-03-09 01:00:00,redeem,-20.0,raw,10198.0,active,True
L000403,C70043,500910.0,2026-04-12 01:00:00,redeem,-20.0,raw,10069.0,active,True
L000404,C70080,500919.0,2026-02-28 01:00:00,redeem,-100.0,raw,10125.0,active,True
L000405,C70149,500965.0,2026-03-13 01:00:00,redeem,-20.0,raw,10225.0,inactive,True
L000406,C70110,501022.0,2026-01-10 01:00:00,redeem,-5.0,raw,10168.0,active,True
L000407,C70105,501027.0,2026-01-05 01:00:00,redeem,-10.0,raw,10161.0,active,True
L000408,C70076,501028.0,2026-03-06 01:00:00,redeem,-10.0,raw,10120.0,inactive,True
L000409,C70025,501039.0,2026-02-25 01:00:00,redeem,-5.0,raw,10041.0,active,True
L000410,C70023,501079.0,2026-04-09 01:00:00,redeem,-50.0,raw,10035.0,active,True
L000411,C70102,501108.0,2026-02-22 01:00:00,redeem,-100.0,raw,10157.0,active,True
L000412,C70008,501138.0,2026-01-13 01:00:00,redeem,-20.0,raw,10012.0,active,True
L000413,C70120,501195.0,2026-04-15 01:00:00,redeem,-5.0,raw,10183.0,active,True
L000414,C70126,501199.0,2026-01-15 01:00:00,redeem,-5.0,raw,10192.0,active,True
L000415,C70023,501079.0,2026-04-09 01:00:00,redeem,-50.0,raw,10035.0,active,True
L000416,C70099,,2026-03-01 00:00:00,adjustment,-10.0,raw,10154.0,active,True
L000417,C70154,,2026-03-02 00:00:00,adjustment,25.0,raw,10231.0,active,True
L000418,C70063,,2026-03-03 00:00:00,correction,10.0,raw,10098.0,active,True
L000419,C70066,,2026-03-04 00:00:00,adjustment,-10.0,raw,10102.0,active,True
L000420,C70143,,2026-03-05 00:00:00,correction,25.0,raw,10216.0,active,True
L000421,C70090,,2026-03-06 00:00:00,correction,25.0,raw,10141.0,blocked,True
L000422,C70085,,2026-03-07 00:00:00,adjustment,10.0,raw,10135.0,blocked,True
L000423,C70036,,2026-03-08 00:00:00,correction,10.0,raw,10057.0,inactive,True
L000424,C70077,,2026-03-09 00:00:00,adjustment,25.0,raw,10122.0,active,True
L000425,C70103,,2026-03-10 00:00:00,correction,25.0,raw,10158.0,active,True
L000426,C70109,,2026-03-11 00:00:00,adjustment,10.0,raw,10167.0,inactive,True
L000427,C70048,,2026-03-12 00:00:00,correction,-20.0,raw,10076.0,blocked,True
L000428,C70144,,2026-03-13 00:00:00,correction,-10.0,raw,10217.0,inactive,True
L000429,C70051,,2026-03-14 00:00:00,adjustment,-10.0,raw,10080.0,active,True
L000430,C70031,,2026-03-15 00:00:00,adjustment,-20.0,raw,10051.0,active,True
L000431,C999999,500001.0,2026-03-15 10:00:00,earn,99.0,raw,,,False
,C70150,500001.0,2026-04-20 00:00:00,earn,120.0,computed_threshold,10226.0,active,True
,C70008,500008.0,2026-02-09 00:00:00,earn,8.0,computed_threshold,10012.0,active,True
,C70082,500010.0,2026-01-19 00:00:00,earn,120.0,computed_threshold,10128.0,active,True
,C70106,500033.0,2026-02-16 00:00:00,earn,120.0,computed_threshold,10162.0,active,True
,C70032,500066.0,2026-03-16 00:00:00,earn,120.0,computed_threshold,10052.0,active,True
,C70120,500089.0,2026-03-22 00:00:00,earn,120.0,computed_threshold,10183.0,active,True
,C70084,500090.0,2026-02-10 00:00:00,earn,120.0,computed_threshold,10130.0,active,True
,C70088,500098.0,2026-03-31 00:00:00,earn,50.0,computed_threshold,10138.0,active,True
,C70118,500111.0,2026-04-17 00:00:00,earn,120.0,computed_threshold,10181.0,active,True
,C70032,500124.0,2026-02-01 00:00:00,earn,120.0,computed_threshold,10052.0,active,True
,C70120,500125.0,2026-03-08 00:00:00,earn,120.0,computed_threshold,10183.0,active,True
,C70130,500128.0,2026-02-13 00:00:00,earn,120.0,computed_threshold,10196.0,active,True
,C70126,500146.0,2026-02-06 00:00:00,earn,50.0,computed_threshold,10192.0,active,True
,C70124,500174.0,2026-02-17 00:00:00,earn,50.0,computed_threshold,10188.0,active,True
,C70043,500179.0,2026-03-06 00:00:00,earn,120.0,computed_threshold,10069.0,active,True
,C70050,500243.0,2026-01-03 00:00:00,earn,120.0,computed_threshold,10078.0,active,True
,C70068,500244.0,2026-02-11 00:00:00,earn,120.0,computed_threshold,10105.0,active,True
,C70009,500259.0,2026-01-01 00:00:00,earn,120.0,computed_threshold,10013.0,active,True
,C70021,500264.0,2026-01-13 00:00:00,earn,120.0,computed_threshold,10032.0,active,True
,C70155,500277.0,2026-02-06 00:00:00,earn,120.0,computed_threshold,10232.0,active,True
,C70168,500281.0,2026-01-28 00:00:00,earn,120.0,computed_threshold,10250.0,active,True
,C70013,500306.0,2026-01-20 00:00:00,earn,120.0,computed_threshold,10018.0,active,True
,C70029,500312.0,2026-04-25 00:00:00,earn,50.0,computed_threshold,10046.0,active,True
,C70141,500328.0,2026-01-23 00:00:00,earn,120.0,computed_threshold,10210.0,active,True
,C70096,500339.0,2026-04-01 00:00:00,earn,120.0,computed_threshold,10151.0,active,True
,C70082,500360.0,2026-01-19 00:00:00,earn,8.0,computed_threshold,10128.0,active,True
,C70067,500374.0,2026-04-06 00:00:00,earn,50.0,computed_threshold,10104.0,active,True
,C70095,500383.0,2026-03-05 00:00:00,earn,120.0,computed_threshold,10149.0,active,True
,C70029,500385.0,2026-03-21 00:00:00,earn,20.0,computed_threshold,10046.0,active,True
,C70145,500387.0,2026-03-07 00:00:00,earn,120.0,computed_threshold,10219.0,active,True
,C70010,500404.0,2026-01-30 00:00:00,earn,120.0,computed_threshold,10014.0,active,True
,C70118,500407.0,2026-03-06 00:00:00,earn,120.0,computed_threshold,10181.0,active,True
,C70014,500409.0,2026-01-25 00:00:00,earn,120.0,computed_threshold,10020.0,active,True
,C70047,500410.0,2026-02-06 00:00:00,earn,120.0,computed_threshold,10075.0,active,True
,C70162,500412.0,2026-01-15 00:00:00,earn,120.0,computed_threshold,10243.0,active,True
,C70044,500415.0,2026-04-14 00:00:00,earn,120.0,computed_threshold,10070.0,active,True
,C70123,500419.0,2026-03-14 00:00:00,earn,120.0,computed_threshold,10186.0,active,True
,C70033,500433.0,2026-04-05 00:00:00,earn,120.0,computed_threshold,10054.0,active,True
,C70113,500443.0,2026-04-06 00:00:00,earn,120.0,computed_threshold,10173.0,active,True
,C70012,500445.0,2026-02-14 00:00:00,earn,120.0,computed_threshold,10017.0,active,True
,C70124,500466.0,2026-02-03 00:00:00,earn,120.0,computed_threshold,10188.0,active,True
,C70132,500512.0,2026-04-26 00:00:00,earn,120.0,computed_threshold,10198.0,active,True
,C70079,500515.0,2026-03-20 00:00:00,earn,120.0,computed_threshold,10124.0,active,True
,C70167,500522.0,2026-03-28 00:00:00,earn,120.0,computed_threshold,10249.0,active,True
,C70069,500529.0,2026-02-03 00:00:00,earn,120.0,computed_threshold,10107.0,active,True
,C70132,500534.0,2026-04-15 00:00:00,earn,120.0,computed_threshold,10198.0,active,True
,C70052,500535.0,2026-03-17 00:00:00,earn,120.0,computed_threshold,10081.0,active,True
,C70023,500541.0,2026-04-03 00:00:00,earn,120.0,computed_threshold,10035.0,active,True
,C70025,500569.0,2026-03-23 00:00:00,earn,120.0,computed_threshold,10041.0,active,True
,C70020,500576.0,2026-04-22 00:00:00,earn,50.0,computed_threshold,10031.0,active,True
,C70097,500578.0,2026-03-17 00:00:00,earn,120.0,computed_threshold,10152.0,active,True
,C70103,500586.0,2026-02-02 00:00:00,earn,50.0,computed_threshold,10158.0,active,True
,C70146,500592.0,2026-01-10 00:00:00,earn,50.0,computed_threshold,10220.0,active,True
,C70044,500621.0,2026-04-13 00:00:00,earn,20.0,computed_threshold,10070.0,active,True
,C70099,500635.0,2026-03-23 00:00:00,earn,120.0,computed_threshold,10154.0,active,True
,C70089,500657.0,2026-03-29 00:00:00,earn,50.0,computed_threshold,10140.0,active,True
,C70167,500658.0,2026-01-08 00:00:00,earn,120.0,computed_threshold,10249.0,active,True
,C70165,500670.0,2026-02-23 00:00:00,earn,120.0,computed_threshold,10247.0,active,True
,C70022,500671.0,2026-02-23 00:00:00,earn,120.0,computed_threshold,10033.0,active,True
,C70037,500675.0,2026-04-17 00:00:00,earn,50.0,computed_threshold,10061.0,active,True
,C70063,500676.0,2026-04-09 00:00:00,earn,120.0,computed_threshold,10098.0,active,True
,C70123,500678.0,2026-02-26 00:00:00,earn,120.0,computed_threshold,10186.0,active,True
,C70070,500696.0,2026-04-10 00:00:00,earn,120.0,computed_threshold,10112.0,active,True
,C70093,500701.0,2026-01-03 00:00:00,earn,120.0,computed_threshold,10144.0,active,True
,C70080,500704.0,2026-01-17 00:00:00,earn,20.0,computed_threshold,10125.0,active,True
,C70039,500718.0,2026-04-29 00:00:00,earn,120.0,computed_threshold,10063.0,active,True
,C70042,500727.0,2026-01-27 00:00:00,earn,120.0,computed_threshold,10068.0,active,True
,C70098,500750.0,2026-01-16 00:00:00,earn,8.0,computed_threshold,10153.0,active,True
,C70112,500766.0,2026-03-30 00:00:00,earn,8.0,computed_threshold,10171.0,active,True
,C70115,500786.0,2026-01-04 00:00:00,earn,50.0,computed_threshold,10176.0,active,True
,C70006,500810.0,2026-01-25 00:00:00,earn,8.0,computed_threshold,10008.0,active,True
,C70115,500814.0,2026-01-11 00:00:00,earn,120.0,computed_threshold,10176.0,active,True
,C70021,500823.0,2026-03-16 00:00:00,earn,120.0,computed_threshold,10032.0,active,True
,C70029,500827.0,2026-02-16 00:00:00,earn,120.0,computed_threshold,10046.0,active,True
,C70011,500829.0,2026-04-12 00:00:00,earn,120.0,computed_threshold,10016.0,active,True
,C70039,500831.0,2026-02-23 00:00:00,earn,120.0,computed_threshold,10063.0,active,True
,C70168,500842.0,2026-01-05 00:00:00,earn,120.0,computed_threshold,10250.0,active,True
,C70017,500849.0,2026-02-02 00:00:00,earn,120.0,computed_threshold,10025.0,active,True
,C70081,500857.0,2026-01-21 00:00:00,earn,120.0,computed_threshold,10126.0,active,True
,C70007,500863.0,2026-03-27 00:00:00,earn,20.0,computed_threshold,10009.0,active,True
,C70150,500880.0,2026-04-18 00:00:00,earn,120.0,computed_threshold,10226.0,active,True
,C70101,500889.0,2026-01-28 00:00:00,earn,120.0,computed_threshold,10156.0,active,True
,C70107,500895.0,2026-04-09 00:00:00,earn,3.0,computed_threshold,10163.0,active,True
,C70114,500900.0,2026-03-31 00:00:00,earn,50.0,computed_threshold,10175.0,active,True
,C70059,500915.0,2026-01-04 00:00:00,earn,120.0,computed_threshold,10091.0,active,True
,C70106,500921.0,2026-01-17 00:00:00,earn,50.0,computed_threshold,10162.0,active,True
,C70101,500926.0,2026-03-07 00:00:00,earn,50.0,computed_threshold,10156.0,active,True
,C70001,500933.0,2026-04-04 00:00:00,earn,120.0,computed_threshold,10001.0,active,True
,C70165,500935.0,2026-04-10 00:00:00,earn,120.0,computed_threshold,10247.0,active,True
,C70041,500939.0,2026-02-12 00:00:00,earn,120.0,computed_threshold,10067.0,active,True
,C70098,500942.0,2026-02-28 00:00:00,earn,120.0,computed_threshold,10153.0,active,True
,C70118,500951.0,2026-02-06 00:00:00,earn,120.0,computed_threshold,10181.0,active,True
,C70029,500952.0,2026-03-15 00:00:00,earn,50.0,computed_threshold,10046.0,active,True
,C70091,500954.0,2026-04-11 00:00:00,earn,120.0,computed_threshold,10142.0,active,True
,C70049,500961.0,2026-02-11 00:00:00,earn,120.0,computed_threshold,10077.0,active,True
,C70065,500976.0,2026-01-10 00:00:00,earn,20.0,computed_threshold,10100.0,active,True
,C70125,500979.0,2026-02-23 00:00:00,earn,120.0,computed_threshold,10190.0,active,True
,C70023,500980.0,2026-04-30 00:00:00,earn,120.0,computed_threshold,10035.0,active,True
,C70039,501008.0,2026-03-25 00:00:00,earn,120.0,computed_threshold,10063.0,active,True
,C70110,501022.0,2026-01-10 00:00:00,earn,120.0,computed_threshold,10168.0,active,True
,C70136,501032.0,2026-04-30 00:00:00,earn,120.0,computed_threshold,10203.0,active,True
,C70068,501045.0,2026-04-25 00:00:00,earn,50.0,computed_threshold,10105.0,active,True
,C70080,501046.0,2026-01-19 00:00:00,earn,120.0,computed_threshold,10125.0,active,True
,C70057,501048.0,2026-03-01 00:00:00,earn,120.0,computed_threshold,10086.0,active,True
,C70120,501052.0,2026-03-12 00:00:00,earn,120.0,computed_threshold,10183.0,active,True
,C70038,501055.0,2026-01-05 00:00:00,earn,120.0,computed_threshold,10062.0,active,True
,C70023,501060.0,2026-04-16 00:00:00,earn,50.0,computed_threshold,10035.0,active,True
,C70095,501066.0,2026-04-03 00:00:00,earn,120.0,computed_threshold,10149.0,active,True
,C70163,501074.0,2026-01-28 00:00:00,earn,120.0,computed_threshold,10245.0,active,True
,C70143,501082.0,2026-03-08 00:00:00,earn,120.0,computed_threshold,10216.0,active,True
,C70114,501088.0,2026-03-02 00:00:00,earn,120.0,computed_threshold,10175.0,active,True
,C70155,501102.0,2026-04-30 00:00:00,earn,120.0,computed_threshold,10232.0,active,True
,C70024,501105.0,2026-04-19 00:00:00,earn,120.0,computed_threshold,10038.0,active,True
,C70014,501106.0,2026-03-10 00:00:00,earn,8.0,computed_threshold,10020.0,active,True
,C70060,501113.0,2026-02-23 00:00:00,earn,120.0,computed_threshold,10092.0,active,True
,C70143,501123.0,2026-03-02 00:00:00,earn,120.0,computed_threshold,10216.0,active,True
,C70120,501126.0,2026-02-20 00:00:00,earn,3.0,computed_threshold,10183.0,active,True
,C70068,501127.0,2026-03-27 00:00:00,earn,120.0,computed_threshold,10105.0,active,True
,C70141,501135.0,2026-04-21 00:00:00,earn,120.0,computed_threshold,10210.0,active,True
,C70160,501150.0,2026-02-26 00:00:00,earn,20.0,computed_threshold,10241.0,active,True
,C70035,501158.0,2026-01-22 00:00:00,earn,20.0,computed_threshold,10056.0,active,True
,C70126,501177.0,2026-01-10 00:00:00,earn,120.0,computed_threshold,10192.0,active,True
,C70012,501189.0,2026-03-06 00:00:00,earn,120.0,computed_threshold,10017.0,active,True
,C70060,500012.0,2026-03-13 00:00:00,earn,120.0,computed_threshold,10092.0,active,True
,C70093,500597.0,2026-04-17 00:00:00,earn,120.0,computed_threshold,10144.0,active,True
