payment_id,order_id,payment_datetime,payment_type,payment_status,payment_amount,card_id,points_used
900435,500345,2026-01-04 02:00:00,card,success,377.97,,0
900436,500346,2026-01-07 01:00:00,card,failed,0.0,,0
900437,500346,2026-01-07 02:00:00,card,success,5538.84,,0
900438,500347,2026-04-19 01:00:00,card,success,3990.29,,0
900439,500348,2026-02-04 01:00:00,loyalty_card,success,1562.94,C70121,0
900440,500349,2026-02-17 01:00:00,card,success,1364.35,,0
900441,500350,2026-03-14 01:00:00,cash,success,3656.36,,0
900442,500351,2026-03-13 01:00:00,card,success,149.38,,0
900443,500352,2026-04-26 01:00:00,card,failed,0.0,,0
900444,500352,2026-04-26 02:00:00,card,success,1797.35,,0
900445,500353,2026-02-14 01:00:00,installment,success,365.66,,0
900446,500353,2026-02-21 00:00:00,installment,pending,0.0,,0
900447,500355,2026-03-22 01:00:00,cash,success,1776.27,,0
900448,500356,2026-04-23 01:00:00,card,success,1327.83,,0
900449,500357,2026-04-07 01:00:00,card,success,1747.97,,0
900450,500358,2026-04-06 01:00:00,card,failed,0.0,,0
900451,500358,2026-04-06 02:00:00,card,success,5460.01,,0
900452,500359,2026-03-13 01:00:00,installment,success,1146.57,,0
900453,500359,2026-03-20 00:00:00,installment,success,942.17,,0
900454,500360,2026-01-19 01:00:00,loyalty_card,success,103.24,C70082,0
900455,500361,2026-03-04 01:00:00,cash,success,3177.66,,0
900456,500362,2026-02-07 01:00:00,cash,success,2757.27,,0
900457,500363,2026-03-08 01:00:00,card,success,759.26,,0
900458,500364,2026-02-28 01:00:00,cash,success,5366.43,,0
900459,500365,2026-03-10 01:00:00,cash,success,4077.02,,0
900460,500366,2026-01-13 01:00:00,points,success,0.0,C70093,100
900461,500367,2026-02-16 01:00:00,installment,success,925.79,,0
900462,500367,2026-02-23 00:00:00,installment,pending,0.0,,0
900463,500368,2026-04-20 01:00:00,card,failed,0.0,,0
900464,500368,2026-04-20 02:00:00,card,success,2778.72,,0
900465,500369,2026-03-02 01:00:00,card,success,3677.48,,0
900466,500370,2026-01-01 01:00:00,card,failed,0.0,,0
900467,500370,2026-01-01 02:00:00,card,success,2512.31,,0
900468,500371,2026-04-29 01:00:00,card,failed,0.0,,0
900469,500372,2026-03-21 01:00:00,card,failed,0.0,,0
900470,500372,2026-03-21 02:00:00,card,success,1287.4,,0
900471,500373,2026-04-24 01:00:00,loyalty_card,success,1241.66,,0
900472,500374,2026-04-06 01:00:00,card,success,975.76,,0
900473,500375,2026-01-22 01:00:00,installment,success,549.77,,0
900474,500375,2026-01-29 00:00:00,installment,success,351.17,,0
900475,500377,2026-03-27 01:00:00,card,success,1734.68,,0
900476,500378,2026-02-12 01:00:00,card,success,5973.39,,0
900477,500379,2026-03-08 01:00:00,installment,success,2317.91,,0
900478,500379,2026-03-15 00:00:00,installment,success,3808.08,,0
900479,500380,2026-02-23 01:00:00,card,success,381.64,,0
900480,500381,2026-01-10 01:00:00,loyalty_card,success,5074.27,,0
900481,500382,2026-02-11 01:00:00,installment,success,629.89,,0
900482,500382,2026-02-18 00:00:00,installment,pending,0.0,,0
900483,500383,2026-03-05 01:00:00,card,success,3476.66,,0
900484,500384,2026-01-21 01:00:00,card,success,834.93,,0
900485,500385,2026-03-21 01:00:00,cash,success,302.12,,0
900486,500386,2026-03-17 01:00:00,installment,success,286.07,,0
900487,500386,2026-03-24 00:00:00,installment,success,229.87,,0
900488,500387,2026-03-07 01:00:00,cash,success,1655.68,,0
900489,500388,2026-02-10 01:00:00,card,success,1897.59,,0
900490,500389,2026-01-24 01:00:00,card,success,1874.27,,0
900491,500390,2026-02-04 01:00:00,card,success,1839.93,,0
900492,500390,2026-02-05 00:00:00,refund,refunded,-1839.93,,0
900493,500392,2026-01-30 01:00:00,card,failed,0.0,,0
900494,500392,2026-01-30 02:00:00,card,success,182.33,,0
900495,500393,2026-02-26 01:00:00,card,success,2038.1,,0
900496,500394,2026-04-04 01:00:00,card,success,1950.0,,0
900497,500395,2026-02-16 01:00:00,card,success,7681.18,,0
900498,500395,2026-02-17 00:00:00,refund,refunded,-768.12,,0
900499,500396,2026-02-04 01:00:00,card,success,2493.48,,0
900500,500396,2026-02-05 00:00:00,refund,refunded,-249.35,,0
900501,500397,2026-01-19 01:00:00,card,failed,0.0,,0
900502,500397,2026-01-19 02:00:00,card,success,4698.82,,0
900503,500398,2026-04-24 01:00:00,cash,success,3643.14,,0
900504,500399,2026-01-08 01:00:00,cash,success,3481.15,,0
900505,500400,2026-01-26 01:00:00,loyalty_card,success,1166.08,,0
900506,500403,2026-03-12 01:00:00,loyalty_card,success,1319.72,,0
900507,500404,2026-01-30 01:00:00,card,success,5685.07,,0
900508,500405,2026-01-07 01:00:00,card,success,3061.21,,0
900509,500406,2026-03-08 01:00:00,card,success,2349.5,,0
900510,500407,2026-03-06 01:00:00,card,success,3248.33,,0
900511,500408,2026-02-05 01:00:00,installment,success,1588.95,,0
900512,500408,2026-02-12 00:00:00,installment,pending,0.0,,0
900513,500409,2026-01-25 01:00:00,cash,success,1345.52,,0
900514,500410,2026-02-06 01:00:00,card,failed,0.0,,0
900515,500410,2026-02-06 02:00:00,card,success,3664.22,,0
900516,500411,2026-01-01 01:00:00,installment,success,1379.25,,0
900517,500411,2026-01-08 00:00:00,installment,PENDING,0.0,,0
900518,500412,2026-01-15 01:00:00,card,failed,0.0,,0
900519,500412,2026-01-15 02:00:00,card,success,2476.49,,0
900520,500414,2026-01-13 01:00:00,card,success,642.49,,0
900521,500415,2026-04-14 01:00:00,card,failed,0.0,,0
900522,500415,2026-04-14 02:00:00,card,success,3706.12,,0
900523,500416,2026-01-08 01:00:00,card,failed,0.0,,0
900524,500416,2026-01-08 02:00:00,card,success,357.06,,0
900525,500417,2026-01-05 01:00:00,cash,success,3609.33,,0
900526,500418,2026-03-01 01:00:00,loyalty_card,success,6693.43,,0
900527,500419,2026-03-14 01:00:00,card,success,3330.31,,0
900528,500420,2026-01-01 01:00:00,cash,success,2670.87,,0
900529,500421,2026-02-05 01:00:00,cash,success,3549.06,,0
900530,500422,2026-02-04 01:00:00,card,success,3646.68,,0
900531,500423,2026-03-07 01:00:00,card,success,6035.99,,0
900532,500424,2026-03-04 01:00:00,card,success,1942.8,,0
900533,500425,2026-04-14 01:00:00,card,success,1534.13,,0
900534,500428,2026-02-03 01:00:00,card,success,1350.06,,0
900535,500429,2026-02-15 01:00:00,card,failed,0.0,,0
900536,500429,2026-02-15 02:00:00,card,success,2211.82,,0
900537,500430,2026-03-19 01:00:00,cash,success,2368.43,,0
900538,500431,2026-01-04 01:00:00,card,success,824.38,,0
900539,500432,2026-01-30 01:00:00,card,failed,0.0,,0
900540,500432,2026-01-30 02:00:00,card,success,291.67,,0
900541,500433,2026-04-05 01:00:00,loyalty_card,success,5280.05,C70033,0
900542,500434,2026-04-12 01:00:00,card,success,3125.17,,0
900543,500435,2026-03-16 01:00:00,loyalty_card,success,1081.3,,0
900544,500436,2026-01-01 01:00:00,card,failed,0.0,,0
900545,500436,2026-01-01 02:00:00,card,success,3054.42,,0
900546,500437,2026-03-13 01:00:00,card,failed,0.0,,0
900547,500437,2026-03-13 02:00:00,card,success,3435.49,,0
900548,500439,2026-01-14 01:00:00,card,failed,0.0,,0
900549,500440,2026-03-01 01:00:00,card,success,2487.61,,0
900550,500441,2026-03-18 01:00:00,card,success,4117.22,,0
900551,500443,2026-04-06 01:00:00,cash,success,4176.9,,0
900552,500444,2026-02-03 01:00:00,installment,success,695.42,,0
900553,500444,2026-02-10 00:00:00,installment,pending,0.0,,0
900554,500445,2026-02-14 01:00:00,card,success,1589.45,,0
900555,500446,2026-03-02 01:00:00,card,success,748.29,,0
900556,500447,2026-03-24 01:00:00,card,success,1051.02,,0
900557,500448,2026-04-12 01:00:00,card,success,1445.82,,0
900558,500448,2026-04-13 00:00:00,refund,refunded,-144.58,,0
900559,500449,2026-01-16 01:00:00,cash,success,633.82,,0
900560,500450,2026-03-07 01:00:00,cash,success,6607.55,,0
900561,500451,2026-02-09 01:00:00,card,success,4555.49,,0
900562,500451,2026-02-10 00:00:00,refund,refunded,-4555.49,,0
900563,500452,2026-01-17 01:00:00,card,failed,0.0,,0
900564,500452,2026-01-17 02:00:00,card,success,1485.15,,0
900565,500453,2026-04-29 01:00:00,points,success,0.0,C70152,20
900566,500454,2026-02-03 01:00:00,installment,success,1146.36,,0
900567,500454,2026-02-10 00:00:00,installment,success,1556.04,,0
900568,500455,2026-04-16 01:00:00,card,failed,0.0,,0
900569,500455,2026-04-16 02:00:00,card,success,2692.06,,0
900570,500456,2026-01-16 01:00:00,card,failed,0.0,,0
900571,500456,2026-01-16 02:00:00,card,success,4785.81,,0
900572,500457,2026-04-12 01:00:00,loyalty_card,success,2765.08,,0
900573,500458,2026-03-01 01:00:00,cash,success,4426.05,,0
900574,500459,2026-03-07 01:00:00,card,success,5643.16,,0
900575,500460,2026-03-07 01:00:00,card,success,594.7,,0
900576,500461,2026-03-31 01:00:00,card,success,131.69,,0
900577,500462,2026-01-13 01:00:00,installment,success,1184.42,,0
900578,500462,2026-01-20 00:00:00,installment,success,1525.26,,0
900579,500463,2026-02-25 01:00:00,card,success,4028.13,,0
900580,500464,2026-04-21 01:00:00,card,FAILED,0.0,,0
900581,500464,2026-04-21 02:00:00,card,success,4124.45,,0
900582,500465,2026-01-31 01:00:00,card,success,3695.99,,0
900583,500466,2026-02-03 01:00:00,installment,success,1059.99,,0
900584,500466,2026-02-10 00:00:00,installment,success,616.66,,0
900585,500467,2026-02-08 01:00:00,card,success,3063.72,,0
900586,500468,2026-03-08 01:00:00,cash,success,160.29,,0
900587,500469,2026-01-08 01:00:00,card,success,5009.35,,0
900588,500470,2026-03-28 01:00:00,loyalty_card,success,4828.62,C70039,5
900589,500471,2026-03-19 01:00:00,card,success,1884.09,,0
900590,500472,2026-04-30 01:00:00,card,failed,0.0,,0
900591,500472,2026-04-30 02:00:00,card,success,3962.63,,0
900592,500473,2026-02-24 01:00:00,card,success,962.68,,0
900593,500473,2026-02-25 00:00:00,refund,refunded,-962.68,,0
900594,500474,2026-01-27 01:00:00,card,success,3001.98,,0
900595,500474,2026-01-28 00:00:00,refund,refunded,-3001.98,,0
900596,500475,2026-04-28 01:00:00,installment,success,2959.95,,0
900597,500475,2026-05-05 00:00:00,installment,success,1719.63,,0
900598,500476,2026-04-03 01:00:00,card,failed,0.0,,0
900599,500476,2026-04-03 02:00:00,card,success,2252.01,,0
900600,500477,2026-04-13 01:00:00,loyalty_card,success,5154.08,,0
900601,500478,2026-02-22 01:00:00,card,success,193.39,,0
900602,500479,2026-02-08 01:00:00,cash,success,5662.7,,0
900603,500480,2026-03-06 01:00:00,card,success,152.28,,0
900604,500482,2026-04-15 01:00:00,installment,success,1234.79,,0
900605,500482,2026-04-22 00:00:00,installment,pending,0.0,,0
900606,500483,2026-01-30 01:00:00,cash,SUCCESS,1618.7,,0
900607,500484,2026-02-22 01:00:00,card,failed,0.0,,0
900608,500484,2026-02-22 02:00:00,card,success,242.3,,0
900609,500485,2026-01-13 01:00:00,cash,success,409.5,,0
900610,500486,2026-01-21 01:00:00,card,success,4894.56,,0
900611,500486,2026-01-22 00:00:00,refund,refunded,-489.46,,0
900612,500487,2026-01-19 01:00:00,card,success,2467.01,,0
900613,500487,2026-01-20 00:00:00,refund,refunded,-1233.51,,0
900614,500488,2026-02-22 01:00:00,cash,success,880.42,,0
900615,500489,2026-01-19 01:00:00,installment,success,2744.67,,0
900616,500489,2026-01-26 00:00:00,installment,success,4501.77,,0
900617,500490,2026-02-26 01:00:00,card,failed,0.0,,0
900618,500491,2026-01-25 01:00:00,cash,success,4618.69,,0
900619,500492,2026-03-27 01:00:00,installment,success,1401.21,,0
900620,500492,2026-04-03 00:00:00,installment,success,1602.86,,0
900621,500493,2026-01-31 01:00:00,cash,SUCCESS,2211.91,,0
900622,500494,2026-03-22 01:00:00,installment,success,1341.77,,0
900623,500494,2026-03-29 00:00:00,installment,success,941.89,,0
900624,500495,2026-02-24 01:00:00,cash,success,4631.3,,0
900625,500496,2026-01-23 01:00:00,loyalty_card,success,1036.14,,0
900626,500497,2026-02-01 01:00:00,installment,success,812.57,,0
900627,500497,2026-02-08 00:00:00,installment,success,648.71,,0
900628,500498,2026-03-03 01:00:00,loyalty_card,success,4521.37,C70030,0
900629,500499,2026-03-15 01:00:00,card,success,2373.43,,0
900630,500500,2026-01-10 01:00:00,card,success,4479.35,,0
900631,500501,2026-04-10 01:00:00,loyalty_card,success,112.51,C70075,20
900632,500502,2026-03-13 01:00:00,card,success,4474.0,,0
900633,500503,2026-02-23 01:00:00,card,success,2293.38,,0
900634,500504,2026-02-21 01:00:00,cash,success,733.27,,0
900635,500505,2026-01-20 01:00:00,cash,success,5400.83,,0
900636,500506,2026-02-01 01:00:00,card,failed,0.0,,0
900637,500506,2026-02-01 02:00:00,card,success,2404.96,,0
900638,500507,2026-04-24 01:00:00,card,failed,0.0,,0
900639,500507,2026-04-24 02:00:00,card,success,4940.96,,0
900640,500508,2026-01-14 01:00:00,card,failed,0.0,,0
900641,500508,2026-01-14 02:00:00,card,success,1578.05,,0
900642,500509,2026-02-19 01:00:00,cash,success,970.98,,0
900643,500511,2026-04-20 01:00:00,card,failed,0.0,,0
900644,500511,2026-04-20 02:00:00,card,success,2909.05,,0
900645,500512,2026-04-26 01:00:00,card,success,4903.58,,0
900646,500513,2026-02-22 01:00:00,cash,success,1810.63,,0
900647,500514,2026-01-24 01:00:00,cash,success,1509.26,,0
900648,500515,2026-03-20 01:00:00,cash,success,2561.68,,0
900649,500516,2026-01-22 01:00:00,card,success,1551.64,,0
900650,500517,2026-01-30 01:00:00,loyalty_card,success,464.56,,0
900651,500518,2026-03-04 01:00:00,card,failed,0.0,,0
900652,500518,2026-03-04 02:00:00,card,success,19.41,,0
900653,500519,2026-01-04 01:00:00,card,failed,0.0,,0
900654,500520,2026-03-18 01:00:00,loyalty_card,success,1276.15,C70093,20
900655,500521,2026-02-28 01:00:00,card,success,1636.92,,0
900656,500522,2026-03-28 01:00:00,loyalty_card,success,1370.48,C70167,0
900657,500523,2026-01-08 01:00:00,card,success,3686.7,,0
900658,500524,2026-03-23 01:00:00,card,success,3458.41,,0
900659,500525,2026-01-12 01:00:00,card,success,1287.36,,0
900660,500525,2026-01-13 00:00:00,refund,refunded,-321.84,,0
900661,500526,2026-04-29 01:00:00,card,failed,0.0,,0
900662,500527,2026-01-31 01:00:00,card,failed,0.0,,0
900663,500527,2026-01-31 02:00:00,card,success,3411.06,,0
900664,500528,2026-03-19 01:00:00,card,success,1043.39,,0
900665,500529,2026-02-03 01:00:00,loyalty_card,success,2079.4,C70069,0
900666,500530,2026-03-23 01:00:00,card,failed,0.0,,0
900667,500531,2026-04-30 01:00:00,installment,success,1172.2,,0
900668,500531,2026-05-07 00:00:00,installment,success,789.27,,0
900669,500532,2026-04-08 01:00:00,cash,success,2342.03,,0
900670,500533,2026-03-16 01:00:00,card,success,4979.75,,0
900671,500534,2026-04-15 01:00:00,installment,success,1537.76,,0
900672,500534,2026-04-22 00:00:00,installment,pending,0.0,,0
900673,500535,2026-03-17 01:00:00,card,success,3309.61,,0
900674,500536,2026-02-18 01:00:00,card,success,3390.11,,0
900675,500536,2026-02-19 00:00:00,refund,refunded,-339.01,,0
900676,500537,2026-03-20 01:00:00,points,success,0.0,C70031,100
900677,500538,2026-02-26 01:00:00,cash,success,4264.08,,0
900678,500539,2026-04-05 01:00:00,card,failed,0.0,,0
900679,500540,2026-04-23 01:00:00,card,success,357.17,,0
900680,500541,2026-04-03 01:00:00,card,success,3498.59,,0
900681,500542,2026-01-26 01:00:00,points,success,0.0,C70029,50
900682,500543,2026-01-18 01:00:00,points,success,0.0,C70099,10
900683,500544,2026-04-06 01:00:00,card,success,4130.44,,0
900684,500545,2026-03-27 01:00:00,card,failed,0.0,,0
900685,500545,2026-03-27 02:00:00,card,success,5185.4,,0
900686,500546,2026-02-07 01:00:00,card,failed,0.0,,0
900687,500546,2026-02-07 02:00:00,card,success,2067.83,,0
900688,500547,2026-03-22 01:00:00,card,success,4712.31,,0
900689,500547,2026-03-23 00:00:00,refund,refunded,-4712.31,,0
900690,500548,2026-03-28 01:00:00,points,success,0.0,C70108,20
900691,500549,2026-03-29 01:00:00,installment,success,1856.44,,0
900692,500549,2026-04-05 00:00:00,installment,success,2011.22,,0
900693,500550,2026-02-19 01:00:00,card,success,3848.98,,0
900694,500551,2026-01-08 01:00:00,card,failed,0.0,,0
900695,500551,2026-01-08 02:00:00,card,success,1362.89,,0
900696,500552,2026-02-10 01:00:00,card,failed,0.0,,0
900697,500552,2026-02-10 02:00:00,card,success,4855.62,,0
900698,500553,2026-01-06 01:00:00,card,failed,0.0,,0
900699,500553,2026-01-06 02:00:00,card,success,3961.09,,0
900700,500554,2026-03-10 01:00:00,installment,success,187.78,,0
900701,500554,2026-03-17 00:00:00,installment,success,271.32,,0
900702,500555,2026-02-13 01:00:00,cash,success,4524.41,,0
900703,500556,2026-03-05 01:00:00,card,failed,0.0,,0
900704,500556,2026-03-05 02:00:00,card,success,1713.28,,0
900705,500558,2026-01-28 01:00:00,loyalty_card,success,3612.88,C70003,0
900706,500559,2026-01-11 01:00:00,card,success,551.72,,0
900707,500560,2026-03-06 01:00:00,installment,success,1263.87,,0
900708,500560,2026-03-13 00:00:00,installment,success,1277.39,,0
900709,500561,2026-04-17 01:00:00,card,failed,0.0,,0
900710,500561,2026-04-17 02:00:00,card,success,1082.78,,0
900711,500562,2026-01-19 01:00:00,card,success,575.98,,0
900712,500562,2026-01-20 00:00:00,refund,refunded,-57.6,,0
900713,500563,2026-01-09 01:00:00,cash,success,1086.3,,0
900714,500564,2026-01-27 01:00:00,cash,success,1281.76,,0
900715,500565,2026-02-03 01:00:00,loyalty_card,success,670.4,,0
900716,500566,2026-02-13 01:00:00,card,success,1283.73,,0
900717,500567,2026-03-09 01:00:00,card,success,4251.96,,0
900718,500568,2026-04-10 01:00:00,installment,success,84.28,,0
900719,500568,2026-04-17 00:00:00,installment,success,50.02,,0
900720,500569,2026-03-23 01:00:00,card,failed,0.0,,0
900721,500569,2026-03-23 02:00:00,card,success,4074.8,,0
900722,500570,2026-01-15 01:00:00,cash,success,3560.18,,0
900723,500571,2026-02-20 01:00:00,card,failed,0.0,,0
900724,500571,2026-02-20 02:00:00,card,success,704.42,,0
900725,500572,2026-01-13 01:00:00,card,success,3226.73,,0
900726,500573,2026-03-24 01:00:00,card,failed,0.0,,0
900727,500573,2026-03-24 02:00:00,card,success,212.5,,0
900728,500574,2026-02-18 01:00:00,card,failed,0.0,,0
900729,500574,2026-02-18 02:00:00,card,success,512.77,,0
900730,500575,2026-03-11 01:00:00,points,success,0.0,C70036,20
900731,500576,2026-04-22 01:00:00,card,success,790.88,,0
900732,500577,2026-02-25 01:00:00,card,failed,0.0,,0
900733,500577,2026-02-25 02:00:00,card,success,3357.34,,0
900734,500578,2026-03-17 01:00:00,installment,success,654.57,,0
900735,500578,2026-03-24 00:00:00,installment,success,603.33,,0
900736,500579,2026-02-20 01:00:00,card,success,1832.93,,0
900737,500579,2026-02-21 00:00:00,refund,refunded,-1832.93,,0
900738,500580,2026-02-06 01:00:00,loyalty_card,success,870.22,,0
900739,500581,2026-01-17 01:00:00,card,success,7160.49,,0
900740,500582,2026-02-27 01:00:00,points,success,0.0,C70103,50
900741,500583,2026-03-28 01:00:00,card,failed,0.0,,0
900742,500583,2026-03-28 02:00:00,card,success,1990.49,,0
900743,500584,2026-03-31 01:00:00,card,failed,0.0,,0
900744,500584,2026-03-31 02:00:00,card,success,2204.45,,0
900745,500585,2026-01-29 01:00:00,cash,success,960.82,,0
900746,500586,2026-02-02 01:00:00,card,success,885.13,,0
900747,500587,2026-03-01 01:00:00,card,success,2815.73,,0
900748,500588,2026-04-01 01:00:00,card,failed,0.0,,0
900749,500588,2026-04-01 02:00:00,card,success,1037.48,,0
900750,500589,2026-03-30 01:00:00,card,success,2186.68,,0
900751,500590,2026-04-30 01:00:00,card,failed,0.0,,0
900752,500590,2026-04-30 02:00:00,card,success,214.57,,0
900753,500592,2026-01-10 01:00:00,card,failed,0.0,,0
900754,500592,2026-01-10 02:00:00,card,success,845.62,,0
900755,500593,2026-02-16 01:00:00,card,success,1764.04,,0
900756,500594,2026-01-23 01:00:00,loyalty_card,success,3245.02,C70076,0
900757,500595,2026-03-26 01:00:00,installment,success,3641.3,,0
900758,500595,2026-04-02 00:00:00,installment,success,1975.05,,0
900759,500596,2026-01-21 01:00:00,card,success,168.58,,0
900760,500596,2026-01-22 00:00:00,refund,refunded,-42.14,,0
900761,500597,2026-04-17 01:00:00,cash,success,2748.15,,0
900762,500598,2026-01-13 01:00:00,card,failed,0.0,,0
900763,500598,2026-01-13 02:00:00,card,success,2785.72,,0
900764,500599,2026-04-11 01:00:00,card,success,2391.52,,0
900765,500600,2026-02-02 01:00:00,card,failed,0.0,,0
900766,500600,2026-02-02 02:00:00,card,success,125.91,,0
900767,500602,2026-04-18 01:00:00,cash,success,2952.32,,0
900768,500603,2026-01-11 01:00:00,card,success,4803.42,,0
900769,500604,2026-01-17 01:00:00,card,success,2125.56,,0
900770,500605,2026-03-09 01:00:00,card,success,5062.27,,0
900771,500605,2026-03-10 00:00:00,refund,refunded,-2531.14,,0
900772,500606,2026-02-16 01:00:00,loyalty_card,success,3602.84,,0
900773,500607,2026-01-25 01:00:00,cash,success,1631.07,,0
900774,500608,2026-01-01 01:00:00,card,success,5255.13,,0
900775,500609,2026-03-14 01:00:00,installment,success,790.84,,0
900776,500609,2026-03-21 00:00:00,installment,success,1095.87,,0
900777,500610,2026-01-21 01:00:00,card,success,2050.24,,0
900778,500610,2026-01-22 00:00:00,refund,refunded,-2050.24,,0
900779,500611,2026-03-25 01:00:00,card,success,3192.93,,0
900780,500611,2026-03-26 00:00:00,refund,refunded,-3192.93,,0
900781,500612,2026-03-24 01:00:00,card,success,4439.08,,0
900782,500612,2026-03-25 00:00:00,refund,refunded,-443.91,,0
900783,500613,2026-03-24 01:00:00,cash,success,1020.72,,0
900784,500614,2026-01-12 01:00:00,loyalty_card,success,3681.43,,0
900785,500615,2026-02-06 01:00:00,card,failed,0.0,,0
900786,500615,2026-02-06 02:00:00,card,success,853.39,,0
900787,500616,2026-02-11 01:00:00,card,success,2624.64,,0
900788,500617,2026-01-17 01:00:00,card,success,3495.46,,0
900789,500618,2026-04-11 01:00:00,card,failed,0.0,,0
900790,500618,2026-04-11 02:00:00,card,success,677.67,,0
900791,500619,2026-04-28 01:00:00,card,success,2606.05,,0
900792,500620,2026-02-17 01:00:00,card,failed,0.0,,0
900793,500620,2026-02-17 02:00:00,card,success,1381.22,,0
900794,500621,2026-04-13 01:00:00,cash,success,273.73,,0
900795,500623,2026-02-10 01:00:00,card,success,1555.28,,0
900796,500624,2026-04-09 01:00:00,card,success,674.29,,0
900797,500625,2026-02-16 01:00:00,card,success,2406.58,,0
900798,500626,2026-04-22 01:00:00,loyalty_card,success,2994.83,C70166,0
900799,500627,2026-01-18 01:00:00,card,failed,0.0,,0
900800,500627,2026-01-18 02:00:00,card,success,9348.82,,0
900801,500628,2026-03-19 01:00:00,card,failed,0.0,,0
900802,500628,2026-03-19 02:00:00,card,success,3334.03,,0
900803,500629,2026-04-09 01:00:00,card,success,3257.98,,0
900804,500630,2026-04-18 01:00:00,card,success,1956.8,,0
900805,500630,2026-04-19 00:00:00,refund,refunded,-1956.8,,0
900806,500631,2026-04-15 01:00:00,card,success,3027.21,,0
900807,500633,2026-04-15 01:00:00,card,failed,0.0,,0
900808,500633,2026-04-15 02:00:00,card,success,1867.18,,0
900809,500634,2026-01-13 01:00:00,card,failed,0.0,,0
900810,500634,2026-01-13 02:00:00,card,success,1425.28,,0
900811,500635,2026-03-23 01:00:00,card,success,1822.47,,0
900812,500636,2026-04-11 01:00:00,card,failed,0.0,,0
900813,500636,2026-04-11 02:00:00,card,success,3511.15,,0
900814,500637,2026-01-13 01:00:00,cash,success,3718.07,,0
900815,500638,2026-04-10 01:00:00,card,success,477.04,,0
900816,500639,2026-01-31 01:00:00,card,success,593.4,,0
900817,500639,2026-02-01 00:00:00,refund,refunded,-296.7,,0
900818,500640,2026-01-02 01:00:00,cash,success,4407.34,,0
900819,500641,2026-01-16 01:00:00,card,success,179.41,,0
900820,500642,2026-01-09 01:00:00,installment,success,1656.11,,0
900821,500642,2026-01-16 00:00:00,installment,success,1122.17,,0
900822,500643,2026-03-14 01:00:00,card,success,2732.76,,0
900823,500644,2026-02-07 01:00:00,card,success,647.47,,0
900824,500645,2026-03-16 01:00:00,cash,success,1704.66,,0
900825,500646,2026-02-23 01:00:00,card,success,4478.1,,0
900826,500646,2026-02-24 00:00:00,refund,refunded,-2239.05,,0
900827,500648,2026-03-27 01:00:00,card,failed,0.0,,0
900828,500648,2026-03-27 02:00:00,card,success,1787.66,,0
900829,500649,2026-04-07 01:00:00,card,success,2914.09,,0
900830,500650,2026-04-10 01:00:00,installment,success,202.28,,0
900831,500650,2026-04-17 00:00:00,installment,pending,0.0,,0
900832,500651,2026-04-19 01:00:00,cash,success,283.8,,0
900833,500652,2026-03-28 01:00:00,card,failed,0.0,,0
900834,500652,2026-03-28 02:00:00,card,success,5409.31,,0
900835,500653,2026-02-14 01:00:00,cash,success,5566.0,,0
900836,500654,2026-04-19 01:00:00,installment,success,19.7,,0
900837,500654,2026-04-26 00:00:00,installment,success,20.98,,0
900838,500655,2026-02-03 01:00:00,loyalty_card,success,6051.14,,0
900839,500656,2026-01-09 01:00:00,card,success,2455.91,,0
900840,500657,2026-03-29 01:00:00,installment,success,453.02,,0
900841,500657,2026-04-05 00:00:00,installment,success,308.82,,0
900842,500658,2026-01-08 01:00:00,card,success,5969.47,,0
900843,500659,2026-01-07 01:00:00,installment,success,1311.94,,0
900844,500659,2026-01-14 00:00:00,installment,pending,0.0,,0
900845,500660,2026-02-05 01:00:00,card,success,5018.49,,0
900846,500661,2026-01-18 01:00:00,card,failed,0.0,,0
900847,500661,2026-01-18 02:00:00,card,success,179.63,,0
900848,500662,2026-01-03 01:00:00,loyalty_card,SUCCESS,7112.15,C70116,5
900849,500663,2026-01-01 01:00:00,card,failed,0.0,,0
900850,500663,2026-01-01 02:00:00,card,success,2460.67,,0
900851,500664,2026-03-11 01:00:00,card,failed,0.0,,0
900852,500664,2026-03-11 02:00:00,card,success,5812.78,,0
900853,500666,2026-02-13 01:00:00,points,success,0.0,C70157,50
900854,500667,2026-01-21 01:00:00,card,failed,0.0,,0
900855,500667,2026-01-21 02:00:00,card,success,3979.58,,0
900856,500668,2026-01-28 01:00:00,card,failed,0.0,,0
900857,500669,2026-04-14 01:00:00,cash,success,2908.71,,0
900858,500670,2026-02-23 01:00:00,installment,success,1707.66,,0
900859,500670,2026-03-02 00:00:00,installment,success,1407.11,,0
900860,500671,2026-02-23 01:00:00,loyalty_card,success,2580.83,C70022,10
900861,500672,2026-03-06 01:00:00,installment,success,378.36,,0
900862,500672,2026-03-13 00:00:00,installment,success,465.08,,0
900863,500673,2026-04-10 01:00:00,card,success,483.65,,0
900864,500673,2026-04-11 00:00:00,refund,refunded,-241.82,,0
900865,500675,2026-04-17 01:00:00,installment,success,416.78,,0
900866,500675,2026-04-24 00:00:00,installment,success,513.92,,0
900867,500676,2026-04-09 01:00:00,installment,success,2099.28,,0
900868,500676,2026-04-16 00:00:00,installment,success,2755.36,,0
900869,500677,2026-01-13 01:00:00,card,FAILED,0.0,,0
900870,500678,2026-02-26 01:00:00,cash,success,1328.04,,0
900871,500679,2026-02-18 01:00:00,card,failed,0.0,,0
900872,500679,2026-02-18 02:00:00,card,success,1607.99,,0
900873,500680,2026-04-28 01:00:00,card,success,4715.09,,0
