order_id,customer_id,order_date,order_status,sales_channel,currency
500613,10107,2026-03-24,paid,mobile_app,CHF
500614,10185,2026-01-12,paid,store,CHF
500615,10021,2026-02-06,paid,mobile_app,CHF
500616,10196,2026-02-11,refunded,store,CHF
500617,10178,2026-01-17,paid,online,CHF
500618,10161,2026-04-11,paid,mobile_app,CHF
500619,10219,2026-04-28,paid,store,CHF
500620,10007,2026-02-17,paid,mobile_app,CHF
500621,10070,2026-04-13,paid,store,CHF
500622,10127,2026-01-28,cancelled,store,CHF
500623,10143,2026-02-10,refunded,mobile_app,CHF
500624,10210,2026-04-09,paid,store,CHF
500625,10160,2026-02-16,paid,mobile_app,CHF
500626,10248,2026-04-22,paid,mobile_app,CHF
500627,10203,2026-01-18,paid,store,CHF
500628,10148,2026-03-19,paid,online,CHF
500629,10216,2026-04-09,PAID,store,CHF
500630,10143,2026-04-18,paid,store,CHF
500631,10176,2026-04-15,paid,store,CHF
500632,10199,2026-03-12,cancelled,store,CHF
500633,10149,2026-04-15,paid,store,CHF
500634,10170,2026-01-13,paid,store,CHF
500635,10154,2026-03-23,paid,mobile_app,CHF
500636,10236,2026-04-11,paid,online,CHF
500637,10120,2026-01-13,pending,online,CHF
500638,10128,2026-04-10,pending,online,CHF
500639,10142,2026-01-31,pending,online,CHF
500640,10057,2026-01-02,paid,store,CHF
500641,10165,2026-01-16,cancelled,online,CHF
500642,10058,2026-01-09,paid,mobile_app,CHF
500643,10021,2026-03-14,pending,store,CHF
500644,10082,2026-02-07,paid,online,CHF
500645,10069,2026-03-16,refunded,online,CHF
500646,10131,2026-02-23,pending,mobile_app,CHF
500647,10087,2026-02-25,cancelled,online,CHF
500648,10218,2026-03-27,paid,store,CHF
500649,10165,2026-04-07,paid,store,CHF
500650,10216,2026-04-10,pending,store,CHF
500651,10049,2026-04-19,paid,online,CHF
500652,10147,2026-03-28,pending,store,CHF
500653,10115,2026-02-14,paid,mobile_app,CHF
500654,10089,2026-04-19,paid,store,CHF
500655,10085,2026-02-03,pending,store,CHF
500656,999002,2026-01-09,paid,online,CHF
500657,10140,2026-03-29,paid,online,CHF
500658,10249,2026-01-08,paid,store,CHF
500659,10189,2026-01-07,paid,store,CHF
500660,10169,2026-02-05,cancelled,online,CHF
500661,10161,2026-01-18,paid,store,CHF
500662,10178,2026-01-03,pending,store,CHF
500663,10117,,pending,online,CHF
500664,10196,2026-03-11,paid,online,CHF
500665,10127,2026-04-18,cancelled,store,CHF
500666,10234,2026-02-13,paid,online,CHF
500667,10249,2026-01-21,paid,mobile_app,CHF
500668,10071,2026-01-28,refunded,online,CHF
500669,10086,2026-04-14,paid,online,CHF
500670,10247,2026-02-23,paid,mobile_app,CHF
500671,10033,2026-02-23,paid,mobile_app,CHF
500672,10081,2026-03-06,paid,online,CHF
500673,10152,2026-04-10,paid,store,CHF
500674,10061,2026-01-21,cancelled,online,CHF
500675,10061,2026-04-17,paid,online,CHF
500676,10098,2026-04-09,paid,store,CHF
500677,10028,2026-01-13,paid,store,CHF
500678,10186,2026-02-26,paid,online,CHF
500679,10043,2026-02-18,paid,online,CHF
500680,10169,2026-04-28,paid,store,CHF
500681,10167,2026-02-23,paid,online,CHF
500682,10086,2026-01-10,paid,store,CHF
500683,10177,2026-02-22,paid,store,CHF
500684,10017,2026-02-13,paid,online,CHF
500685,10098,2026-02-16,refunded,store,CHF
500686,10198,2026-02-22,refunded,store,CHF
500687,10238,2026-03-15,paid,mobile_app,CHF
500688,10198,2026-02-15,pending,store,CHF
500689,10098,2026-01-13,cancelled,store,CHF
500690,10065,2026-02-06,paid,mobile_app,CHF
500691,10074,2026-04-12,paid,online,CHF
500692,10085,2026-01-24,cancelled,online,CHF
500693,10005,2026-01-02,paid,mobile_app,CHF
500694,10002,2026-03-27,paid,store,CHF
500695,10022,2026-03-22,cancelled,online,CHF
500696,10112,2026-04-10,paid,online,CHF
500697,10057,2026-01-14,paid,online,CHF
500698,10066,2026-01-10,pending,online,CHF
500699,10074,2026-02-04,paid,online,CHF
500700,10098,2026-01-25,paid,online,CHF
500701,10144,2026-01-03,paid,online,CHF
500702,10112,2026-04-21,paid,online,CHF
500703,10179,2026-04-12,cancelled,online,CHF
500704,10125,2026-01-17,paid,online,CHF
500705,10167,2026-01-12,paid,online,CHF
500706,10086,2026-02-23,paid,online,CHF
500707,10076,2026-04-26,paid,online,CHF
500708,10088,2026-01-24,paid,online,CHF
500709,10239,2026-01-29,cancelled,online,CHF
500710,10168,2026-02-12,paid,mobile_app,CHF
500711,10038,2026-01-25,paid,online,CHF
500712,10188,2026-04-10,paid,online,CHF
500713,10059,2026-03-01,pending,online,CHF
500714,10138,2026-03-31,pending,mobile_app,CHF
500715,10099,2026-04-12,refunded,online,CHF
500716,10192,2026-03-06,cancelled,online,CHF
500717,10243,2026-03-25,cancelled,online,CHF
500718,10063,2026-04-29,paid,online,CHF
500719,10049,2026-01-28,paid,store,CHF
500720,10192,2026-01-16,paid,store,CHF
500721,10032,2026-02-16,cancelled,mobile_app,CHF
500722,10135,2026-03-22,pending,online,CHF
500723,10021,2026-04-14,paid,online,CHF
500724,10020,2026-04-02,pending,mobile_app,CHF
500725,10154,2026-02-27,paid,online,CHF
500726,10127,2026-03-17,paid,online,CHF
500727,10068,2026-01-27,paid,online,CHF
500728,10110,2026-04-28,paid,online,CHF
500729,10116,2026-02-22,paid,store,CHF
500730,10214,2026-02-11,paid,online,CHF
500731,10143,2026-02-28,paid,online,CHF
500732,10120,2026-02-16,paid,store,CHF
500733,10232,2026-04-04,pending,online,CHF
500734,10213,2026-04-15,pending,store,CHF
500735,10079,2026-02-03,pending,store,CHF
500736,10214,2026-02-06,paid,store,CHF
500737,10116,2026-01-06,paid,store,CHF
500738,10092,2026-01-07,cancelled,online,CHF
500739,10014,2026-04-06,paid,mobile_app,CHF
500740,10155,2026-04-06,paid,online,CHF
500741,10125,2026-04-27,paid,store,CHF
500742,10233,2026-01-25,paid,store,CHF
500743,10168,2026-02-02,paid,store,CHF
500744,10058,2026-02-24,paid,online,CHF
500745,10028,2026-02-27,paid,store,CHF
500746,10026,2026-01-07,paid,online,CHF
500747,10113,2026-04-26,paid,store,CHF
500748,10191,2026-02-26,paid,online,CHF
500749,10066,2026-01-12,paid,store,CHF
500750,10153,2026-01-16,paid,store,CHF
500751,10248,2026-03-21,paid,online,CHF
500752,10131,2026-02-12,paid,store,CHF
500753,10200,2026-04-27,paid,store,CHF
500754,10044,2026-04-10,paid,online,CHF
500755,10097,2026-03-18,paid,online,CHF
500756,10042,2026-01-07,pending,online,CHF
500757,10244,2026-04-10,paid,store,CHF
500758,10227,2026-04-21,paid,store,CHF
500759,10006,2026-02-20,paid,store,CHF
500760,10167,2026-03-14,paid,store,CHF
500761,10180,2026-02-01,paid,mobile_app,CHF
500762,10023,2026-03-16,paid,online,CHF
500763,10089,2026-01-08,cancelled,store,CHF
500764,10123,2026-04-07,paid,online,CHF
500765,10178,2026-03-28,paid,store,CHF
500766,10171,2026-03-30,paid,mobile_app,CHF
500767,10147,2026-04-30,pending,store,CHF
500768,10197,2026-03-13,paid,store,CHF
500769,10051,2026-02-14,refunded,online,CHF
500770,10011,2026-03-27,paid,online,CHF
500771,10248,2026-02-28,refunded,online,CHF
500772,10012,2026-01-04,pending,store,CHF
500773,10074,,paid,store,CHF
500774,10008,2026-03-08,paid,online,CHF
500775,10152,2026-01-29,paid,store,CHF
500776,10220,2026-04-15,paid,mobile_app,CHF
500777,10041,2026-01-29,paid,store,CHF
500778,10164,2026-04-08,paid,online,CHF
500779,10229,2026-04-08,paid,online,CHF
500780,10085,2026-01-28,paid,store,CHF
500781,10072,2026-03-18,pending,online,CHF
500782,10055,2026-03-20,paid,online,CHF
500783,10137,2026-03-28,paid,store,CHF
500784,10047,2026-02-13,paid,mobile_app,CHF
500785,10143,2026-03-31,pending,online,CHF
500786,10176,2026-01-04,paid,store,CHF
500787,10238,2026-03-31,paid,store,CHF
500788,10104,2026-04-14,paid,store,CHF
500789,10210,2026-01-09,paid,online,CHF
500790,10042,2026-04-29,paid,online,CHF
500791,10060,2026-01-05,refunded,online,CHF
500792,10212,2026-02-25,cancelled,mobile_app,CHF
500793,10198,2026-04-06,paid,online,CHF
500794,10012,2026-03-25,pending,online,CHF
500795,10130,2026-02-19,paid,store,CHF
500796,10007,2026-03-16,paid,online,CHF
500797,10080,2026-01-15,pending,store,CHF
500798,10131,2026-02-01,paid,online,CHF
500799,10109,2026-01-28,cancelled,store,CHF
500800,10003,2026-01-22,paid,store,CHF
500801,10027,2026-04-15,paid,store,CHF
500802,10114,2026-01-17,paid,store,CHF
500803,10107,2026-02-28,paid,online,CHF
500804,10040,2026-03-31,cancelled,online,CHF
500805,10230,2026-04-18,refunded,online,CHF
500806,10161,2026-03-12,paid,online,CHF
500807,10220,2026-04-16,pending,online,CHF
500808,10129,2026-02-26,pending,store,CHF
500809,10247,2026-01-26,paid,store,CHF
500810,10008,2026-01-25,paid,online,CHF
500811,10101,2026-01-10,paid,online,CHF
500812,10160,2026-02-14,paid,store,CHF
500813,10124,2026-03-24,refunded,store,CHF
500814,10176,2026-01-11,paid,store,CHF
500815,999006,2026-03-18,cancelled,online,CHF
500816,10101,2026-02-22,paid,store,CHF
500817,10004,2026-03-13,paid,online,CHF
500818,10222,2026-04-14,paid,online,CHF
500819,10198,2026-03-09,paid,store,CHF
500820,10110,2026-04-21,paid,mobile_app,CHF
500821,10246,2026-04-05,paid,online,CHF
500822,10019,2026-01-28,paid,online,CHF
500823,10032,2026-03-16,paid,online,CHF
500824,10137,2026-04-17,paid,online,CHF
500825,10012,2026-03-06,pending,online,CHF
500826,10139,2026-02-18,paid,store,CHF
500827,10046,2026-02-16,paid,store,CHF
500828,10119,2026-02-21,PAID,store,CHF
500829,10016,2026-04-12,paid,store,CHF
500830,10129,2026-03-29,refunded,store,CHF
500831,10063,2026-02-23,PAID,store,CHF
500832,10109,2026-03-01,paid,store,CHF
500833,10119,2026-02-26,cancelled,online,CHF
500834,10245,2026-02-16,paid,mobile_app,CHF
500835,10021,2026-01-31,paid,mobile_app,CHF
500836,10158,2026-04-15,paid,online,CHF
500837,10013,2026-02-15,paid,online,CHF
500838,10162,2026-04-24,paid,mobile_app,CHF
500839,10004,2026-01-26,paid,store,CHF
500840,10156,2026-04-23,pending,store,CHF
500841,10102,2026-04-24,cancelled,mobile_app,CHF
500842,10250,2026-01-05,paid,online,CHF
500843,10223,2026-03-25,paid,online,CHF
500844,10059,2026-02-21,pending,store,CHF
500845,10247,2026-04-15,paid,store,CHF
500846,10128,2026-03-16,pending,online,CHF
500847,10027,2026-04-30,cancelled,online,CHF
500848,10069,2026-02-23,cancelled,store,CHF
500849,10025,2026-02-02,paid,store,CHF
500850,10131,2026-02-19,paid,online,CHF
500851,10097,2026-02-07,paid,online,CHF
500852,10196,2026-01-27,cancelled,store,CHF
500853,10025,2026-04-08,paid,mobile_app,CHF
500854,10148,2026-01-15,cancelled,store,CHF
500855,10162,2026-04-06,paid,store,CHF
500856,10154,2026-03-02,paid,online,CHF
500857,10126,2026-01-21,paid,store,CHF
500858,10133,2026-02-15,paid,online,CHF
500859,10227,2026-03-10,paid,online,CHF
500860,10189,2026-01-06,paid,online,CHF
500861,10220,2026-02-07,refunded,store,CHF
500862,10221,2026-03-03,paid,store,CHF
500863,10009,2026-03-27,paid,store,CHF
500864,10116,2026-03-03,paid,online,CHF
500865,10230,2026-03-23,pending,online,CHF
500866,10178,2026-03-19,cancelled,online,CHF
500867,10134,2026-03-15,paid,online,CHF
500868,10211,2026-02-15,pending,mobile_app,CHF
500869,10060,2026-01-13,cancelled,online,CHF
500870,10172,2026-04-05,paid,store,CHF
500871,10121,2026-04-04,paid,store,CHF
500872,10139,2026-01-03,paid,online,CHF
500873,10194,2026-04-04,paid,store,CHF
500874,10175,2026-01-06,pending,store,CHF
500875,10108,2026-04-03,paid,online,CHF
500876,10108,2026-01-08,pending,online,CHF
500877,10201,2026-02-13,paid,store,CHF
500878,10213,2026-04-19,paid,online,CHF
500879,10216,2026-04-17,paid,online,CHF
500880,10226,2026-04-18,paid,online,CHF
500881,10214,2026-02-02,cancelled,store,CHF
500882,10131,2026-03-22,cancelled,store,CHF
500883,10076,2026-04-22,paid,online,CHF
500884,10220,2026-03-16,paid,online,CHF
500885,10030,2026-03-18,paid,mobile_app,CHF
500886,10218,2026-02-19,paid,online,CHF
500887,10240,2026-01-11,paid,store,CHF
500888,10021,2026-04-05,paid,store,CHF
500889,10156,2026-01-28,paid,online,CHF
500890,10248,2026-04-18,pending,store,CHF
500891,10218,2026-03-11,paid,store,CHF
500892,10190,2026-02-10,paid,online,CHF
500893,10161,2026-01-16,paid,store,CHF
500894,10213,2026-03-09,paid,store,CHF
500895,10163,2026-04-09,paid,store,CHF
500896,10180,2026-02-17,pending,store,CHF
500897,10034,2026-02-25,pending,store,CHF
500898,10041,2026-03-05,paid,online,CHF
500899,10051,2026-02-28,paid,online,CHF
500900,10175,2026-03-31,paid,store,CHF
500901,10082,2026-03-03,cancelled,online,CHF
500902,10058,2026-03-17,paid,store,CHF
500903,10075,2026-01-11,paid,online,CHF
500904,10185,2026-04-11,paid,mobile_app,CHF
500905,10023,2026-03-30,paid,online,CHF
500906,10176,2026-01-18,paid,online,CHF
500907,10128,2026-01-19,refunded,store,CHF
500908,10150,2026-03-28,paid,store,CHF
500909,10017,2026-02-24,paid,mobile_app,CHF
500910,10069,2026-04-12,paid,store,CHF
500911,10108,2026-04-28,pending,store,CHF
500912,10139,2026-03-23,refunded,online,CHF
500913,10094,2026-01-26,paid,online,CHF
500914,10015,2026-01-06,cancelled,mobile_app,CHF
500915,10091,2026-01-04,paid,store,CHF
500916,10163,2026-04-18,paid,mobile_app,CHF
500917,10033,2026-04-25,paid,store,CHF
500918,10212,2026-01-29,paid,store,CHF
500919,10125,2026-02-28,paid,online,CHF
500920,10016,2026-04-08,paid,store,CHF
500921,10162,2026-01-17,paid,store,CHF
500922,10066,2026-04-17,pending,online,CHF
500923,10227,2026-02-12,paid,store,CHF
500924,10168,2026-04-27,paid,store,CHF
500925,10248,2026-03-21,paid,store,CHF
500926,10156,2026-03-07,paid,online,CHF
500927,10047,2026-02-03,paid,online,CHF
500928,10167,2026-04-29,paid,online,CHF
500929,10198,2026-01-08,refunded,online,CHF
500930,10201,2026-01-13,paid,online,CHF
500931,10148,2026-04-16,paid,online,CHF
500932,10124,2026-01-08,pending,store,CHF
500933,10001,2026-04-04,paid,store,CHF
500934,10200,2026-04-06,paid,online,CHF
500935,10247,2026-04-10,paid,store,CHF
500936,10087,2026-04-21,paid,mobile_app,CHF
500937,10128,2026-04-04,paid,online,CHF
500938,10191,2026-03-06,paid,online,CHF
500939,10067,2026-02-12,paid,store,CHF
500940,10004,2026-02-08,paid,store,CHF
500941,10186,2026-03-22,cancelled,store,CHF
500942,10153,2026-02-28,paid,online,CHF
500943,10047,2026-03-25,paid,online,CHF
500944,10038,2026-03-29,pending,mobile_app,CHF
500945,10143,2026-04-24,paid,store,CHF
500946,10191,2026-03-27,paid,store,CHF
500947,10021,2026-04-03,refunded,store,CHF
500948,10227,2026-03-27,paid,online,CHF
500949,10057,2026-02-13,paid,mobile_app,CHF
500950,10117,2026-01-09,cancelled,store,CHF
500951,10181,2026-02-06,paid,online,CHF
500952,10046,2026-03-15,paid,store,CHF
500953,10244,2026-02-05,paid,online,CHF
500954,10142,2026-04-11,paid,mobile_app,CHF
500955,10228,2026-04-02,paid,store,CHF
500956,10204,2026-01-28,pending,store,CHF
500957,10145,2026-02-11,paid,mobile_app,CHF
500958,999005,2026-02-12,pending,mobile_app,CHF
500959,10137,2026-03-26,paid,online,CHF
500960,10099,2026-03-29,pending,online,CHF
500961,10077,2026-02-11,paid,store,CHF
500962,10207,2026-04-14,paid,online,CHF
500963,10210,2026-03-07,paid,online,CHF
500964,10115,2026-02-24,paid,online,CHF
500965,10225,2026-03-13,paid,store,CHF
500966,10134,2026-02-17,pending,store,CHF
500967,10219,2026-04-01,pending,store,CHF
500968,10151,2026-01-22,paid,store,CHF
500969,10187,2026-04-11,paid,store,CHF
500970,10091,2026-01-27,paid,store,CHF
500971,10098,2026-04-03,paid,store,CHF
500972,10120,2026-03-08,paid,store,CHF
500973,10046,2026-04-18,cancelled,online,CHF
500974,10038,2026-01-13,refunded,store,CHF
500975,10142,2026-02-14,paid,store,CHF
500976,10100,2026-01-10,paid,store,CHF
500977,10245,2026-04-10,paid,store,CHF
500978,10072,2026-01-09,paid,online,CHF
500979,10190,2026-02-23,paid,store,CHF
500980,10035,2026-04-30,paid,online,CHF
500981,10147,2026-04-29,pending,mobile_app,CHF
500982,10030,2026-01-27,paid,online,CHF
500983,10078,2026-02-03,paid,online,CHF
500984,10084,2026-04-25,pending,mobile_app,CHF
500985,10113,2026-01-01,cancelled,online,CHF
500986,10025,2026-02-01,paid,store,CHF
500987,10168,2026-03-30,paid,store,CHF
500988,10088,2026-04-03,paid,mobile_app,CHF
500989,10014,2026-03-12,cancelled,store,CHF
500990,10154,2026-04-23,cancelled,store,CHF
500991,10102,2026-03-08,paid,online,CHF
500992,10215,2026-03-25,paid,online,CHF
500993,10150,2026-01-20,pending,store,CHF
500994,10176,2026-04-27,paid,online,CHF
500995,10249,2026-04-04,paid,store,CHF
500996,10083,2026-02-04,paid,online,CHF
500997,10110,2026-04-09,paid,store,CHF
500998,10179,2026-04-23,paid,store,CHF
500999,10131,2026-04-13,pending,online,CHF
501000,10170,2026-04-01,refunded,online,CHF
501001,10019,2026-03-31,paid,online,CHF
501002,10201,2026-03-19,paid,store,CHF
501003,10028,2026-01-17,paid,store,CHF
501004,10212,2026-01-18,paid,online,CHF
501005,10173,2026-02-14,paid,store,CHF
501006,10071,2026-04-26,pending,store,CHF
501007,10206,2026-04-03,paid,store,CHF
501008,10063,2026-03-25,paid,online,CHF
501009,10073,2026-02-22,paid,mobile_app,CHF
501010,10124,2026-04-01,pending,mobile_app,CHF
501011,10119,2026-03-23,cancelled,online,CHF
501012,10121,2026-03-09,refunded,store,CHF
501013,10019,2026-03-06,cancelled,store,CHF
501014,10175,2026-04-24,paid,online,CHF
501015,10244,2026-01-01,paid,store,CHF
501016,10142,2026-02-27,paid,mobile_app,CHF
501017,10120,2026-01-26,paid,store,CHF
501018,10166,2026-04-19,paid,mobile_app,CHF
501019,10181,2026-01-20,paid,online,CHF
501020,10061,2026-04-26,paid,online,CHF
501021,10164,2026-03-28,paid,store,CHF
501022,10168,2026-01-10,paid,store,CHF
501023,10209,2026-02-28,cancelled,store,CHF
501024,10030,2026-03-16,paid,store,CHF
501025,10009,2026-02-10,paid,store,CHF
501026,10064,2026-04-15,paid,online,CHF
501027,10161,2026-01-05,paid,store,CHF
501028,10120,2026-03-06,paid,online,CHF
501029,10052,2026-01-17,paid,online,CHF
501030,10089,2026-01-22,paid,store,CHF
501031,10142,2026-04-08,paid,mobile_app,CHF
501032,10203,2026-04-30,paid,store,CHF
501033,10053,2026-04-19,paid,store,CHF
501034,10227,2026-02-10,paid,online,CHF
501035,10233,2026-04-03,paid,online,CHF
501036,10187,2026-03-09,paid,store,CHF
501037,10078,2026-03-10,paid,store,CHF
501038,10222,2026-01-11,paid,online,CHF
501039,10041,2026-02-25,paid,store,CHF
501040,10196,2026-02-20,paid,online,CHF
501041,10068,2026-01-21,paid,mobile_app,CHF
501042,10220,2026-04-09,pending,mobile_app,CHF
501043,10008,2026-03-17,cancelled,store,CHF
501044,10002,2026-01-26,cancelled,store,CHF
501045,10105,2026-04-25,paid,store,CHF
501046,10125,2026-01-19,paid,store,CHF
501047,10110,2026-04-19,paid,store,CHF
501048,10086,2026-03-01,paid,store,CHF
501049,10169,2026-03-12,paid,mobile_app,CHF
501050,10120,2026-02-16,paid,mobile_app,CHF
501051,10127,2026-04-29,pending,store,CHF
501052,10183,2026-03-12,paid,store,CHF
501053,10016,,cancelled,store,CHF
501054,10221,2026-02-09,paid,store,CHF
501055,10062,2026-01-05,paid,online,CHF
501056,10113,2026-01-21,paid,online,CHF
501057,10176,2026-03-19,paid,mobile_app,CHF
501058,10158,2026-01-04,pending,online,CHF
501059,10012,2026-01-23,paid,online,CHF
501060,10035,2026-04-16,paid,online,CHF
501061,10011,2026-03-25,pending,store,CHF
501062,10064,2026-01-15,paid,online,CHF
501063,10238,2026-04-24,refunded,online,CHF
501064,10050,2026-04-26,paid,store,CHF
501065,10213,2026-04-19,paid,store,CHF
501066,10149,2026-04-03,paid,store,CHF
501067,10069,2026-01-08,paid,mobile_app,CHF
501068,10048,2026-02-10,paid,store,CHF
501069,10020,2026-04-22,paid,store,CHF
501070,10101,2026-01-19,pending,store,CHF
501071,10195,2026-04-22,cancelled,online,CHF
501072,10172,2026-04-13,paid,store,CHF
501073,10161,2026-02-15,paid,mobile_app,CHF
501074,10245,2026-01-28,paid,mobile_app,CHF
501075,10201,2026-04-20,paid,online,CHF
501076,10189,2026-04-01,paid,online,CHF
501077,10137,2026-03-09,paid,store,CHF
501078,10068,2026-01-15,paid,store,CHF
501079,10035,2026-04-09,paid,online,CHF
501080,10209,2026-02-06,refunded,store,CHF
501081,10226,2026-01-01,paid,store,CHF
501082,10216,2026-03-08,paid,online,CHF
501083,10224,2026-04-21,paid,store,CHF
501084,10065,2026-01-24,paid,mobile_app,CHF
501085,10008,2026-01-27,paid,store,CHF
501086,10045,2026-02-09,paid,online,CHF
501087,10087,2026-03-04,cancelled,online,CHF
501088,10175,2026-03-02,paid,online,CHF
501089,10168,2026-02-05,paid,store,CHF
501090,10076,2026-04-08,refunded,online,CHF
501091,10182,2026-04-03,cancelled,mobile_app,CHF
501092,10076,2026-01-24,paid,online,CHF
501093,10174,2026-01-24,paid,store,CHF
501094,10047,2026-04-16,paid,online,CHF
501095,10015,2026-01-04,paid,online,CHF
501096,10105,2026-03-08,paid,store,CHF
501097,10147,2026-02-03,paid,mobile_app,CHF
501098,10026,2026-02-26,paid,store,CHF
501099,10052,2026-02-18,paid,online,CHF
501100,10093,2026-03-28,paid,online,CHF
501101,10150,2026-02-22,paid,online,CHF
501102,10232,2026-04-30,paid,mobile_app,CHF
501103,10021,2026-04-26,paid,mobile_app,CHF
501104,10051,2026-01-23,paid,store,CHF
501105,10038,2026-04-19,paid,store,CHF
501106,10020,2026-03-10,paid,store,CHF
501107,10249,2026-04-05,paid,online,CHF
501108,10157,2026-02-22,paid,mobile_app,CHF
501109,10179,2026-03-03,paid,store,CHF
501110,10132,2026-02-10,cancelled,store,CHF
501111,10055,2026-02-26,cancelled,store,CHF
501112,10199,2026-03-01,paid,online,CHF
501113,10092,2026-02-23,paid,store,CHF
501114,10028,2026-03-11,paid,store,CHF
501115,10004,2026-04-11,paid,online,CHF
501116,10150,2026-02-26,paid,online,CHF
501117,10076,2026-01-10,refunded,online,CHF
501118,10173,2026-02-09,paid,online,CHF
501119,10067,2026-01-07,paid,store,CHF
501120,10086,2026-04-13,pending,online,CHF
501121,10236,2026-02-07,refunded,online,CHF
501122,10194,2026-03-26,cancelled,mobile_app,CHF
501123,10216,2026-03-02,paid,store,CHF
501124,10162,2026-03-25,paid,store,CHF
501125,10091,2026-01-03,paid,store,CHF
501126,10183,2026-02-20,paid,store,CHF
501127,10105,2026-03-27,paid,online,CHF
501128,10001,2026-02-16,paid,store,CHF
501129,10072,2026-03-09,refunded,online,CHF
501130,10087,2026-04-02,paid,store,CHF
501131,10166,2026-03-17,paid,store,CHF
501132,10006,2026-02-07,paid,online,CHF
501133,10214,2026-04-25,paid,store,CHF
501134,10153,2026-02-05,paid,store,CHF
501135,10210,2026-04-21,paid,online,CHF
501136,10145,2026-02-10,paid,online,CHF
501137,10061,2026-03-10,paid,store,CHF
501138,10012,2026-01-13,paid,mobile_app,CHF
501139,10006,2026-03-28,refunded,online,CHF
501140,10218,2026-02-27,paid,online,CHF
501141,10027,2026-02-19,paid,store,CHF
501142,10136,2026-01-30,paid,store,CHF
501143,10211,2026-03-03,paid,store,CHF
501144,10124,2026-04-11,paid,store,CHF
501145,10106,2026-01-25,paid,store,CHF
501146,10193,2026-04-22,pending,mobile_app,CHF
501147,10185,2026-01-27,pending,online,CHF
501148,10093,2026-02-20,paid,store,CHF
501149,10109,2026-03-19,cancelled,online,CHF
501150,10241,2026-02-26,paid,store,CHF
501151,10099,2026-04-22,cancelled,online,CHF
501152,10168,2026-02-16,paid,online,CHF
501153,10142,2026-04-28,paid,online,CHF
501154,10035,2026-04-10,pending,mobile_app,CHF
501155,10176,2026-02-08,paid,store,CHF
501156,10237,2026-01-16,pending,online,CHF
501157,10084,2026-04-30,paid,mobile_app,CHF
501158,10056,2026-01-22,paid,online,CHF
501159,10177,2026-03-26,paid,online,CHF
501160,10141,2026-02-23,paid,mobile_app,CHF
501161,10189,,paid,store,CHF
501162,10230,2026-03-13,pending,mobile_app,CHF
501163,10049,2026-04-23,paid,store,CHF
501164,10046,2026-01-16,pending,online,CHF
501165,10113,2026-02-28,pending,mobile_app,CHF
501166,10190,2026-04-29,paid,store,CHF
501167,10136,2026-01-31,pending,online,CHF
501168,10043,2026-02-11,refunded,store,CHF
501169,10148,2026-03-15,cancelled,mobile_app,CHF
501170,10124,2026-02-01,cancelled,online,CHF
501171,10097,2026-02-28,refunded,online,CHF
501172,10090,2026-02-03,paid,online,CHF
501173,10039,2026-01-09,paid,online,CHF
501174,10085,2026-03-22,pending,store,CHF
501175,10245,2026-01-11,paid,store,CHF
501176,10177,2026-04-06,paid,online,CHF
501177,10192,2026-01-10,PAID,store,CHF
501178,10062,2026-03-27,cancelled,store,CHF
501179,10106,2026-01-17,paid,store,CHF
501180,10107,2026-03-09,pending,store,CHF
501181,10054,2026-02-17,paid,mobile_app,CHF
501182,10126,2026-02-21,paid,online,CHF
501183,10233,2026-04-21,paid,online,CHF
501184,10009,2026-01-25,paid,store,CHF
501185,10088,2026-01-21,paid,store,CHF
501186,10037,2026-04-11,pending,store,CHF
501187,10049,2026-04-12,pending,online,CHF
501188,10041,2026-04-23,paid,online,CHF
501189,10017,2026-03-06,paid,mobile_app,CHF
501190,10088,2026-03-04,pending,online,CHF
501191,10021,2026-03-30,pending,online,CHF
501192,10051,2026-02-20,paid,online,CHF
501193,10059,2026-02-05,paid,mobile_app,CHF
501194,10167,2026-03-22,paid,online,CHF
501195,10183,2026-04-15,pending,store,CHF
501196,10041,2026-03-29,paid,online,CHF
501197,10039,2026-03-07,paid,online,CHF
501198,10141,2026-04-14,paid,online,CHF
501199,10192,2026-01-15,pending,store,CHF
501200,10011,2026-04-06,paid,mobile_app,CHF
500985,10113,2026-01-01,cancelled,online,CHF
500888,10021,2026-04-05,paid,store,CHF
500012,10092,2026-03-13,paid,online,CHF
500236,10207,2026-01-13,paid,mobile_app,CHF
500597,10144,2026-04-17,paid,store,CHF
500107,10218,2026-02-07,pending,mobile_app,CHF
500821,10246,2026-04-05,paid,online,CHF
500470,10063,2026-03-28,paid,store,CHF
500516,10075,2026-01-22,paid,online,CHF
500313,10104,2026-01-19,pending,online,CHF
501067,10069,2026-01-08,paid,mobile_app,CHF
500035,10089,2026-02-18,paid,online,CHF
